id_cliente,idade,renda_mensal,tempo_emprego_meses,score_externo,valor_emprestimo,numero_parcelas,utilizacao_limite,inadimplente,is_fraude
105,42,4992.794921818863,185,554,9194.00988836435,24,0.689635741915121,0,0
106,62,2683.2706216149145,251,442,13306.847315930738,12,0.4693232970434701,1,0
107,58,8006.7966035343015,354,876,6645.566320545973,36,0.4396557340591649,0,0
108,46,6754.724581151343,237,310,14445.513892914885,24,0.4462866684743513,1,0
109,32,4558.071652340672,359,919,14373.720415157353,48,0.41092156969383886,0,0
110,62,5053.771677989062,183,325,11714.817662222424,36,0.5385833858542034,1,0
111,18,5416.765615895105,283,720,19698.059543037223,24,0.2504434017536037,0,0
112,42,1412.0,209,962,16436.963243291542,48,0.8910551938418209,0,1
113,24,4505.645234958806,303,520,15348.646451002323,36,0.3330855480938729,0,0
114,26,3636.031504004403,295,795,10330.766872716258,48,0.14752383417734682,0,0
115,41,2996.759980210169,96,536,11758.830689071629,12,0.09655047859774513,1,0
116,18,4437.79941422809,207,536,12619.036815438769,12,0.01342291512012761,0,0
117,61,8595.373053699044,136,518,10066.206867638026,48,0.42285607856686147,0,0
118,25,6281.68572253402,183,786,8122.152698457645,12,0.18761098854542468,0,0
119,41,3857.6420204344067,75,760,500.0,48,0.021647902587247914,0,0
120,28,6145.165562712317,286,962,13588.827045624115,36,0.5200195462895237,0,0
121,68,7798.710873172004,141,934,15207.236084416772,24,0.6799785486507615,0,0
122,34,6849.267365825537,236,443,4194.40571921582,48,0.08575105091110435,0,0
123,25,5119.260739840348,24,488,13025.843248602458,24,0.4609207729196596,0,0
124,52,3706.126444588852,289,554,7042.36660841238,24,0.7436286786007467,0,0
125,52,6396.44662722718,66,367,8167.354087964633,48,0.9858068210084251,0,0
126,50,5786.970770843499,249,915,16553.80263681677,12,0.6671903446425609,0,0
127,22,6790.386440055465,117,635,5046.828048929931,36,0.24483955080952058,0,0
128,59,6270.343603363939,72,970,5039.261056533899,24,0.7165536397789996,0,0
129,56,7099.10543063867,281,708,19024.17182821999,36,0.59792942681983,0,0
130,58,3929.5295768788637,359,599,9272.216507318082,24,0.21179928858154773,0,0
131,45,7634.788131268651,9,901,16232.727966155338,48,0.8511108258475547,0,0
132,24,5395.199209384799,210,656,2006.4856908553274,12,0.42740442722760086,0,0
133,26,9150.521745250531,322,555,2406.9836520457347,36,0.9619776547341259,0,0
134,25,3621.6243638208643,151,652,5435.277422107894,24,0.722901007447778,0,0
135,29,8471.927606330499,4,820,7592.696117336556,48,0.6445631546318221,0,0
136,51,5395.821566925296,194,823,2983.5670167344397,48,0.7283528374765619,0,0
137,50,3697.163992771103,282,993,11846.482382149998,24,0.47809701881822153,0,0
138,65,4032.228331891357,112,583,12172.97084328391,24,0.505226477801674,0,0
139,72,4359.3053836113595,270,611,5509.285610807312,24,0.851207385444744,0,0
140,40,5848.3318928038325,162,398,5907.00650304599,12,0.6809285366435028,0,0
141,41,6045.670976070999,104,496,6566.092830742193,24,0.8972433251916417,0,0
142,54,3852.599992122842,180,781,4175.571005534794,24,0.8908267535742685,0,0
143,52,4951.290815478034,43,525,500.0,12,0.9764900340442492,0,0
144,61,9284.540717223728,281,914,9574.798469275673,48,0.7002146588453342,0,0
145,57,8455.086340201422,174,917,7847.811536495116,24,0.502301717661742,0,0
146,39,5872.647339348065,161,664,8359.270775867133,36,0.16631170020908237,0,0
147,44,5076.0069563364,350,667,4940.9823949561405,48,0.7053805596474173,0,0
148,52,5240.062653436523,339,869,14052.487495751335,36,0.2915777167599307,0,0
149,18,6227.035945460833,139,889,22126.957947085408,24,0.28294756803733123,0,0
150,52,2954.414869603189,131,374,5829.575719894222,12,0.2382877764480681,1,0
151,54,4485.246925153309,86,341,16998.48069486174,12,0.8751220573514502,1,0
152,64,1662.8318522448212,175,721,11833.249060736469,12,0.8679644466821582,0,0
153,31,5798.446245210558,182,480,10177.09945891217,24,0.6309704448700582,0,0
154,20,6294.3918794054825,128,844,8279.386317185843,24,0.47298098137073585,0,0
155,18,4033.627075401252,245,370,9583.91564883004,36,0.672114460098799,1,0
156,22,8147.9735265800655,88,867,15747.953448493132,12,0.6072294502983907,0,0
157,43,2548.4686739953177,65,404,4309.595195217438,24,0.41573424832338735,0,0
158,72,2071.2502395803594,157,499,8624.966344242743,48,0.37963086748563435,0,0
159,31,5448.903637119944,148,400,16245.001039112514,24,0.3827943081453502,1,0
160,56,7094.19660522431,339,606,14918.573467639986,24,0.5891334031560382,0,0
161,44,8367.855382915737,115,885,4387.0703052487825,48,0.6476693561208259,0,0
162,26,4082.23147426212,213,982,9087.040611094773,12,0.451741753515442,0,0
163,32,7157.361666862591,293,676,13640.039239170135,48,0.968691450213043,0,0
164,32,4922.983060998586,252,954,13317.140596605484,12,0.08384571800448104,0,0
165,43,4654.7454001183605,142,977,14875.672606216438,48,0.347047025953777,0,0
166,59,6767.319874973345,249,698,11921.42944083649,36,0.41907468312544094,0,0
167,30,6304.64575682684,301,520,12759.76573997892,12,0.016921343464943117,0,0
168,68,1847.2156860315013,24,894,11713.982109635794,24,0.36495718766822516,0,1
169,49,7953.080699451792,276,481,17898.665387639452,36,0.27370991717284254,0,0
170,56,7760.182708294903,69,606,7890.944102843909,12,0.5060362702274808,0,0
171,66,3748.874596980941,112,821,10240.955814726085,12,0.33641054718326924,0,0
172,69,5791.607066874818,111,695,4925.155838411453,12,0.7261821349464612,0,0
173,49,5988.060372565477,302,303,3939.891165977938,48,0.5099324954076485,1,0
174,21,5521.347531647814,90,580,11624.783505291904,12,0.12976223349626437,0,0
175,47,3899.3896923091597,17,514,6379.068670290739,24,0.7500613241443472,0,0
176,54,3656.7532641238968,148,909,9711.57198551322,12,0.0992288960826766,0,0
177,40,4948.891858017109,226,719,18088.746552621044,24,0.8390491680793574,0,0
178,56,7345.458038518729,213,400,17799.688511864104,24,0.9314221940862194,0,0
179,62,6087.200309188865,359,820,21120.2238934415,24,0.3224452901848539,0,0
180,32,4258.771335827788,150,872,18188.262541995606,36,0.9261426332629309,0,0
181,60,6543.39742129669,191,608,22015.090958927452,24,0.7930081591225383,0,0
182,46,1412.0,39,957,12182.648339062805,48,0.9224356110037699,0,1
183,53,7297.531400744207,241,809,5484.897086777082,12,0.6662701369208477,0,0
184,30,1520.5724424438008,137,362,4998.037152572599,48,0.23564403942142187,1,0
185,49,4275.118117193736,344,932,16981.653037207598,36,0.8945232369109726,0,0
186,24,2760.6602107477124,179,525,10258.1325140521,12,0.18426507617074372,0,0
187,68,2410.6370485581883,199,404,10630.65757923008,24,0.21306055101753552,1,0
188,39,7321.653574757039,202,724,7254.644560230932,12,0.2710629901403637,0,0
189,45,4064.5975973762174,60,554,7854.1303017535865,36,0.30424631148658465,0,0
190,19,5693.007763461432,191,728,11918.796448884626,36,0.5144796421310306,0,0
191,59,4906.158842241632,4,733,4723.882549379817,48,0.7134573604340441,0,0
192,62,5954.081654446243,236,506,11285.692329040477,12,0.9262081744006837,0,0
193,74,5153.643782120511,180,327,17555.400975675646,12,0.08843758733550244,1,0
194,70,2434.0155516228606,310,981,500.0,12,0.9543693622282359,0,0
195,23,6992.53363889428,36,635,2293.440609614432,48,0.9213229670968134,0,0
196,45,4012.486833677375,55,887,13378.04980751529,36,0.05399929218103894,0,0
197,45,1886.836202680498,236,927,16819.839368304318,24,0.3603211376915627,0,1
198,61,4143.7696780681745,357,368,7550.53634930159,12,0.8131433902993365,1,0
199,61,8001.519581268622,348,812,500.0,48,0.6115765454794011,0,0
200,37,6700.443484226986,196,466,17159.62086970376,48,0.7790939433817704,0,0
201,47,4302.695731184282,72,667,5944.674240427377,24,0.7190333387898875,0,0
202,28,4301.4845913631425,58,550,8193.768285361937,36,0.49677011312716357,0,0
203,72,4356.729897565235,239,985,11595.224361598883,12,0.04121804595169953,0,0
204,45,9153.495967121682,1,469,6667.833140446213,12,0.584268202064501,1,0
205,42,5763.870904463107,359,389,5619.351364214026,48,0.04856665305929597,0,0
206,56,5860.083294382139,187,860,5710.999037179556,36,0.6037267175351309,0,0
207,50,7060.566908063684,306,745,19289.642804638417,12,0.8004108624936782,0,0
208,18,5477.578318053027,29,593,15798.067942126407,24,0.5849917487019186,0,0
209,74,4481.915708358594,266,449,12872.586703085908,36,0.9970218045616971,0,0
210,44,4607.300301830043,107,431,500.0,36,0.45586650018043307,0,0
211,74,4856.797481171872,331,732,12890.959475277934,48,0.7488274636039874,0,0
212,69,4925.555526980317,89,358,12621.001042047345,48,0.6672132917419075,1,0
213,30,6455.25908727396,204,498,3609.3342990741703,12,0.991431691558088,0,0
214,58,5103.891771614599,219,514,11293.550667369163,48,0.7132190050771051,0,0
215,20,6465.280154431159,93,860,15257.462481293445,36,0.1640307314593894,0,0
216,56,4838.566839782836,102,771,12846.829592968867,12,0.9555177064172409,0,0
217,23,5157.2703806321815,222,546,6599.1529914988705,12,0.6677772264457613,0,0
218,25,1412.0,185,681,10066.323215419867,36,0.05933823080638989,0,0
219,44,6832.655349404963,183,538,13651.784656005995,12,0.6575683057846125,0,0
220,26,5692.976951795986,161,666,10297.260171088246,24,0.8831194066747751,0,0
221,54,6996.020219719305,246,467,16271.424445534476,24,0.577041861990025,0,0
222,50,1412.0,30,859,11978.407784200543,12,0.3540196380320112,0,1
223,68,9176.749409561455,51,350,13764.613326439154,48,0.820909634070616,1,0
224,59,4720.820743689653,344,909,14107.0032349588,24,0.7825120082058294,0,0
225,61,7216.365633475033,75,988,4666.586483470685,12,0.5441821542313008,0,0
226,41,2920.188145748938,277,679,10249.930176783395,24,0.15436176989590034,0,0
227,32,6225.547810125139,39,773,8338.227632405176,48,0.25098648552318137,0,0
228,71,2893.1688736526876,100,379,15219.229974035392,36,0.7384839721861057,1,0
229,49,3752.4620786083897,110,996,12316.165233520123,12,0.8060821653949275,0,0
230,49,8828.062707733572,320,666,9058.937689472048,12,0.2792652780409898,0,0
231,41,4618.635198473306,248,760,3590.7429827866845,12,0.36798507718678664,0,0
232,58,5434.865746359445,190,838,2015.4583393972944,12,0.07763188524979514,0,0
233,69,6740.135461377508,181,751,11551.713099724768,12,0.7134619483664998,0,0
234,66,5991.363775945209,334,763,6413.9366138327,12,0.003577544600031346,0,0
235,66,5300.837810287153,208,777,13330.632340486165,48,0.04654152121906807,0,0
236,69,5729.92200493245,21,719,1784.298674618869,36,0.004344067784089911,0,0
237,29,9806.831170476551,165,513,17964.755991044454,48,0.6453195833376167,0,0
238,56,4884.762405932829,98,668,13319.320449658373,48,0.41738712770054653,0,0
239,19,5402.198093429935,207,413,10495.925449888637,36,0.29754676134333025,0,0
240,20,7101.308792015224,7,802,18415.29468201366,48,0.9127010103571104,0,0
241,66,7211.051865915968,189,935,14742.089671105681,24,0.19280279467660666,0,0
242,54,7374.06061112076,174,887,7624.983806914781,48,0.38936801038140056,0,0
243,66,6277.460444058369,272,610,10387.881548891646,12,0.9403118009277517,0,0
244,73,2713.990174539033,16,768,500.0,24,0.4271065628370424,0,0
245,34,8266.863064602192,89,343,15320.951552744255,24,0.5546936856470578,1,0
246,66,2707.309213962624,140,714,8520.24161004139,36,0.08033686656948757,0,0
247,19,5605.2709304780665,144,997,500.0,48,0.7901663868934623,0,0
248,19,3491.448299961284,165,545,4090.8071529550425,48,0.42275877708823817,0,0
249,45,4871.723306814015,336,383,14354.56024224705,24,0.8005151245984834,1,0
250,71,5657.524820606961,77,506,18069.013575180765,48,0.25379764255599213,0,0
251,40,5642.714430900546,261,450,10102.127594590434,48,0.42247875056141004,0,0
252,54,5843.841508470569,162,967,5089.7432900355325,36,0.7865489363650103,0,0
253,49,8227.422538117295,13,827,2896.2515516044905,24,0.9738777670436397,0,0
254,50,5907.068603027959,238,464,17073.07309070554,12,0.05962552438726887,1,0
255,18,4511.686729418702,71,444,12247.338892236137,24,0.8124561774189043,0,0
256,36,6928.174336576714,142,336,8349.30189677627,36,0.30068906762711023,1,0
257,19,7378.940977849281,309,632,7158.641069622296,36,0.5507432808910722,0,0
258,70,2544.784369726015,282,702,13359.148188668141,36,0.2900922649507479,0,0
259,61,6194.800139699716,268,713,13221.592470356802,48,0.6134454725679902,0,0
260,43,6402.3454846217965,240,344,5517.077932720273,24,0.35380283064397555,1,0
261,49,4404.872993280016,244,701,4288.137545495289,48,0.3336148909776815,0,0
262,23,7751.413626623239,162,505,4540.486521432527,48,0.037938312935935525,0,0
263,49,4699.888825934947,59,361,7658.877097628218,24,0.14696040590381154,1,0
264,72,5251.152906943084,5,719,6551.072732086219,36,0.9170781988654788,0,0
265,21,4653.85635143226,196,767,18090.460090847828,12,0.9982774288732463,0,0
266,72,5031.158095162935,57,318,7481.096888702805,12,0.7805205758696064,1,0
267,28,2807.4498262095963,304,664,3751.66776025135,24,0.2868126247734868,0,0
268,73,2119.8982348114114,216,599,4032.5127955023636,24,0.40244513844359253,0,0
269,34,8189.010126449944,25,306,9080.141994792022,36,0.7395034549060827,1,0
270,55,3306.077303363344,302,727,889.3793851057981,24,0.9685135568831981,0,0
271,41,3017.2153010873853,4,416,9699.396430688017,24,0.4554711707293676,1,0
272,22,1412.0,19,879,3318.9524975921795,36,0.8295224152883747,0,0
273,69,3722.0765046209954,197,806,15793.051833708505,36,0.9750689225987169,0,0
274,51,2353.8204131850034,58,845,10582.811746209725,48,0.8734731710560043,0,0
275,23,8284.030320272737,241,624,20605.11800766222,24,0.22714974677132693,0,0
276,39,7019.634178685268,145,354,8858.997102488947,12,0.008031863875622935,1,0
277,28,3623.699309644552,272,341,500.0,24,0.4920817053884151,0,0
278,65,9504.871610688617,248,596,17288.40600178102,12,0.5313608316952668,0,0
279,33,6963.530973983188,13,530,12509.61579238534,12,0.20125036455116962,0,0
280,50,4350.337232982755,12,752,13284.539394803367,12,0.28467439194681765,0,0
281,26,1412.0,43,693,4987.0820512797545,48,0.7651531608485469,0,0
282,23,9581.885145181484,18,821,9785.759722023055,36,0.47034725871313376,0,0
283,33,2220.855066472808,62,657,10932.304375678299,36,0.31735408360025663,0,0
284,46,1709.2025060862165,238,743,8810.896911969507,48,0.6226260273619194,0,0
285,20,7045.14086401928,336,427,1328.185873732631,36,0.6527597559761253,0,0
286,37,9879.504812678546,99,990,23843.460241295274,48,0.7693957768408022,0,0
287,53,7768.545637021036,162,704,14179.146189141125,24,0.15670929576291914,0,0
288,36,6127.81824010472,121,691,12102.92023510198,48,0.7415172523269903,0,0
289,43,6189.508683330572,43,492,16569.428105069896,36,0.5994283921104185,0,0
290,20,6706.831117560616,359,903,13220.961055194206,36,0.05757186530279712,0,0
291,36,6517.85717957353,316,377,6613.985599601498,24,0.7774456282534111,0,0
292,37,5562.382847938752,144,384,16248.91378908845,48,0.38308028133318506,0,0
293,49,5208.402207903752,326,329,14261.080032890075,24,0.33038093432963755,1,0
294,24,4874.813744200956,49,348,6803.570913429707,12,0.44807515158163436,1,0
295,69,3492.070822266647,64,444,13950.073341425224,48,0.34617507730612906,0,0
296,58,4438.649846266452,354,368,8797.149839119595,24,0.33828559220990906,1,0
297,50,1614.086371609229,287,357,11042.390998993065,24,0.8080776677006255,1,0
298,57,4803.3207464105,163,996,12998.25233456613,36,0.12450525436569226,0,0
299,56,3022.817785698165,140,873,16842.4885065248,48,0.9706000678574586,0,1
300,35,2792.821365568458,313,778,6770.020074364729,12,0.5549316443743433,0,0
301,57,5359.788302306957,127,744,11824.810903261317,12,0.1829239984213129,0,0
302,18,7784.0045726891985,238,595,20078.631131155977,48,0.1312154829316865,0,0
303,28,6836.633212004626,323,977,9119.762519865242,48,0.5915095321349826,0,0
304,45,1858.9987927536458,295,470,10982.783888497912,24,0.632999443846928,1,0
305,74,3020.743726859325,186,874,20071.152372389937,36,0.053025771029810764,0,1
306,42,6881.542375976432,207,446,13187.387359745522,36,0.2430019141287858,0,0
307,67,3035.025212923381,219,783,2630.0986041944207,36,0.7954619212214673,0,0
308,40,4550.733700005951,189,605,6022.611739228176,48,0.049624627743525496,0,0
309,48,6100.104198049104,345,972,13447.896071827216,36,0.8550886639060361,0,0
310,47,3063.3110902727294,283,952,12115.024539452375,24,0.6581624765263335,0,0
311,59,5210.75101229192,351,908,10812.899333694097,48,0.4344232593632048,0,0
312,52,2331.949010163591,236,745,20806.12091583232,48,0.34643284897091586,0,0
313,24,3797.2647120975726,193,520,6912.564219208027,36,0.019248963848893963,0,0
314,33,5639.563868285074,286,854,9627.930882839819,12,0.8252149457518431,0,0
315,43,1814.0125329366615,258,677,500.0,12,0.1427218539685381,0,0
316,65,5880.949475920798,245,919,15803.29944400486,24,0.3095419918620881,0,0
317,74,4960.724402146638,135,565,6005.738494687101,36,0.5691069803628038,0,0
318,69,6104.979908834295,279,394,15285.683844004645,36,0.24599260007125423,0,0
319,66,5447.828268129323,270,561,14760.150657186507,48,0.49714046375220133,0,0
320,19,7728.280859947688,170,370,21745.496293938893,48,0.8093428287387023,1,0
321,18,5250.4490052958145,158,518,13246.37788265606,36,0.47053793479027484,0,0
322,65,4141.188917749494,200,832,8219.566878399455,48,0.948977344119596,0,0
323,29,5244.595006064567,44,391,12268.11479998546,36,0.8475006203763417,0,0
324,22,6086.596058072776,263,426,6203.735760857061,24,0.3330392353633942,0,0
325,54,5097.720140651409,70,379,11595.800887544545,48,0.39996212458393776,0,0
326,49,5081.183382407765,102,537,8995.487472288138,36,0.42332672702252716,0,0
327,72,3596.016624386489,124,671,9648.307751640643,48,0.6261794529245147,0,0
328,26,3674.1981648981036,312,785,5508.167560362182,24,0.2867957291885398,0,0
329,58,2194.789456400613,285,993,11502.230298813882,48,0.9692491388225086,0,1
330,52,8499.153486373878,229,324,14121.150128430345,36,0.6086842206035009,1,0
331,36,2512.2735292174298,145,455,1739.516026641364,48,0.39940165874113354,0,0
332,65,3614.1896044081855,196,816,6557.036733674313,48,0.6450098154915673,0,0
333,33,3563.185468861605,220,931,10840.235845901352,36,0.39540501052970767,0,0
334,20,6789.848753888882,59,829,500.0,12,0.8177956809794189,0,0
335,37,4410.100643415944,97,356,18701.32216856459,48,0.5678409605517213,1,0
336,41,7495.484145347467,170,904,6444.445927234725,48,0.041970503406067006,0,0
337,71,3653.018751512263,172,318,5309.562406207859,24,0.17675686742346075,1,0
338,73,5557.988324447604,150,683,8963.288618716058,12,0.8649939730295346,0,0
339,50,3329.3058934804853,349,492,10686.864193991118,24,0.5628998263567899,0,0
340,41,9290.298255546777,121,536,6217.635510238312,36,0.950343476513905,0,0
341,69,2624.8031619409744,107,686,14902.068329944635,36,0.07242231286068479,0,0
342,28,5619.641420454055,3,725,11998.532697206116,24,0.2952606300859739,0,0
343,66,6267.553761864197,92,576,5813.790531973222,48,0.1935433732395726,0,0
344,25,5827.5981949029965,5,526,7387.974415388143,12,0.5538402922287362,0,0
345,53,4629.424682244584,287,851,2416.151518048404,24,0.38279283107990936,0,0
346,55,4740.358600533148,105,622,3733.2955223258205,24,0.15727353407639322,0,0
347,57,5087.622943958219,145,452,11937.991641061808,36,0.6427519139595469,0,0
348,37,4705.995996743023,270,938,5865.677219650857,48,0.5362983657971865,0,0
349,52,6927.75823358982,95,536,19021.422265245463,12,0.27473625129630097,0,0
350,65,9421.046003182702,228,354,10354.616001545712,24,0.4797713577823778,1,0
351,42,3885.0164299843327,201,735,3235.882874480024,12,0.7457383150411895,0,0
352,52,2260.3940408418443,211,983,4283.2635696621865,12,0.20527167455065853,0,0
353,42,4823.435903297491,5,408,15264.848473407139,24,0.2929057467017291,1,0
354,46,10159.418675308636,111,483,9617.431986954629,12,0.34611098709411514,0,0
355,35,3392.6508640605384,322,667,14959.974132788178,36,0.7467264372010316,0,0
